Vc,Vout
0.333117485046,3.33786010742e-06
0.666234970093,6.19888305664e-06
0.999352455139,9.53674316406e-06
1.33247089386,1.28746032715e-05
1.66558933258,1.62124633789e-05
1.99870681763,1.90734863281e-05
2.33182621002,2.24113464355e-05
2.66494560242,2.5749206543e-05
2.99806594849,2.86102294922e-05
3.33118629456,3.19480895996e-05
