Vc,Vout
0.333708763123,9.59262251854e-07
0.667418479919,2.38418579102e-06
1.00112819672,3.34344804287e-06
1.33483791351,4.29712235928e-06
1.66854953766,5.72763383389e-06
2.00226020813,6.68689608574e-06
2.33597183228,7.64057040215e-06
2.66968250275,9.07108187675e-06
3.00339412689,1.00247561932e-05
3.33710193634,1.05071812868e-05
